age,gender,citizenship,event_location_region,date_of_event,date_of_death,type_of_injury,killed_by,year_of_death
24.0,M,Palestinian,Gaza Strip,2007-09-20,2007-09-20,gunfire,Israeli security forces,2007
38.0,M,Palestinian,West Bank,2007-09-19,2007-09-19,gunfire,Israeli security forces,2007
16.0,M,Palestinian,West Bank,2007-09-18,2007-09-18,gunfire,Israeli security forces,2007
16.0,M,Palestinian,West Bank,2007-09-17,2007-09-17,gunfire,Israeli security forces,2007
21.0,M,Palestinian,West Bank,2007-09-16,2007-09-16,gunfire,Israeli security forces,2007
23.0,M,Palestinian,West Bank,2007-09-16,2007-09-16,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-09-08,2007-09-08,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
19.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
15.0,M,Palestinian,West Bank,2007-09-06,2007-09-10,gunfire,Israeli security forces,2007
25.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
30.0,M,Palestinian,Gaza Strip,2007-09-06,2007-09-06,gunfire,Israeli security forces,2007
11.0,M,Palestinian,Gaza Strip,2007-08-29,2007-08-29,gunfire,Israeli security forces,2007
8.0,F,Palestinian,Gaza Strip,2007-08-29,2007-08-29,gunfire,Israeli security forces,2007
8.0,M,Palestinian,Gaza Strip,2007-08-29,2007-08-29,gunfire,Israeli security forces,2007
41.0,M,Palestinian,Gaza Strip,2007-08-27,2007-08-27,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Israel,2007-08-25,2007-08-25,gunfire,Israeli security forces,2007
30.0,M,Palestinian,West Bank,2007-08-25,2007-08-25,gunfire,Israeli security forces,2007
21.0,M,Palestinian,West Bank,2007-08-25,2007-08-25,gunfire,Israeli security forces,2007
45.0,M,Palestinian,West Bank,2007-08-25,2007-10-07,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Israel,2007-08-25,2007-08-25,gunfire,Israeli security forces,2007
22.0,M,Palestinian,West Bank,2007-08-24,2007-08-24,gunfire,Israeli security forces,2007
15.0,M,Palestinian,Gaza Strip,2007-08-24,2007-08-24,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-08-24,2007-08-24,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-08-23,2007-08-23,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-08-23,2007-08-29,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-08-22,2007-08-22,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-08-21,2007-08-21,gunfire,Israeli security forces,2007
26.0,M,Palestinian,Gaza Strip,2007-08-21,2007-08-21,gunfire,Israeli security forces,2007
38.0,M,Palestinian,West Bank,2007-08-21,2007-08-21,gunfire,Israeli security forces,2007
10.0,M,Palestinian,Gaza Strip,2007-08-21,2007-08-21,gunfire,Israeli security forces,2007
14.0,M,Palestinian,Gaza Strip,2007-08-21,2007-08-21,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-08-21,2007-08-21,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-08-20,2007-08-20,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-08-20,2007-08-20,gunfire,Israeli security forces,2007
28.0,M,Palestinian,Gaza Strip,2007-08-20,2007-08-20,gunfire,Israeli security forces,2007
34.0,M,Palestinian,Gaza Strip,2007-08-20,2007-08-20,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-08-20,2007-08-20,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-08-20,2007-08-20,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-08-18,2007-08-18,gunfire,Israeli security forces,2007
25.0,M,Palestinian,West Bank,2007-08-17,2007-08-17,gunfire,Israeli security forces,2007
15.0,M,Palestinian,West Bank,2007-08-17,2007-08-17,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-08-14,2007-08-14,gunfire,Israeli security forces,2007
30.0,M,Palestinian,Gaza Strip,2007-08-14,2007-08-14,gunfire,Israeli security forces,2007
69.0,F,Palestinian,Gaza Strip,2007-08-14,2007-08-14,gunfire,Israeli security forces,2007
39.0,M,Palestinian,Gaza Strip,2007-08-14,2007-08-14,gunfire,Israeli security forces,2007
26.0,M,Palestinian,Gaza Strip,2007-08-14,2007-08-14,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-08-14,2007-08-14,gunfire,Israeli security forces,2007
27.0,M,Palestinian,Gaza Strip,2007-08-14,2007-08-27,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-08-08,2007-08-08,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-08-08,2007-08-08,gunfire,Israeli security forces,2007
25.0,M,Palestinian,Gaza Strip,2007-08-08,2007-08-08,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-08-08,2007-08-08,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-08-04,2007-08-04,gunfire,Israeli security forces,2007
32.0,M,Palestinian,Gaza Strip,2007-08-04,2007-08-04,gunfire,Israeli security forces,2007
15.0,M,Palestinian,West Bank,2007-08-02,2007-08-06,gunfire,Israeli security forces,2007
34.0,M,Palestinian,West Bank,2007-08-02,2007-08-02,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-08-01,2007-08-01,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-08-01,2007-08-01,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-07-28,2007-07-28,gunfire,Israeli security forces,2007
19.0,M,Palestinian,Gaza Strip,2007-07-28,2007-07-28,gunfire,Israeli security forces,2007
19.0,M,Palestinian,West Bank,2007-07-26,2007-07-26,beating,Israeli security forces,2007
31.0,M,Palestinian,Gaza Strip,2007-07-26,2007-07-26,gunfire,Israeli security forces,2007
49.0,M,Palestinian,Gaza Strip,2007-07-26,2007-07-26,gunfire,Israeli security forces,2007
33.0,M,Palestinian,Gaza Strip,2007-07-26,2007-07-26,gunfire,Israeli security forces,2007
26.0,M,Palestinian,Gaza Strip,2007-07-26,2007-07-26,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-07-26,2007-07-26,gunfire,Israeli security forces,2007
19.0,M,Palestinian,Gaza Strip,2007-07-22,2007-07-22,gunfire,Israeli security forces,2007
19.0,M,Palestinian,Gaza Strip,2007-07-22,2007-07-22,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-07-22,2007-07-22,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-07-22,2007-07-22,gunfire,Israeli security forces,2007
24.0,M,Palestinian,West Bank,2007-07-12,2007-07-12,gunfire,Israeli security forces,2007
21.0,M,Israeli,Gaza Strip,2007-07-12,2007-07-12,gunfire,Palestinian civilians,2007
21.0,M,Palestinian,West Bank,2007-07-08,2007-07-08,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
37.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-07-05,2007-07-05,gunfire,Israeli security forces,2007
15.0,M,Palestinian,West Bank,2007-07-03,2007-07-03,gunfire,Israeli security forces,2007
22.0,M,Palestinian,West Bank,2007-07-02,2007-07-02,gunfire,Israeli security forces,2007
47.0,M,Palestinian,Gaza Strip,2007-06-30,2007-06-30,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-06-30,2007-06-30,gunfire,Israeli security forces,2007
43.0,M,Palestinian,Gaza Strip,2007-06-30,2007-06-30,gunfire,Israeli security forces,2007
25.0,M,Palestinian,Gaza Strip,2007-06-30,2007-06-30,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-06-30,2007-06-30,gunfire,Israeli security forces,2007
44.0,M,Palestinian,Gaza Strip,2007-06-30,2007-06-30,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-06-30,2007-06-30,gunfire,Israeli security forces,2007
28.0,M,Palestinian,West Bank,2007-06-29,2007-06-29,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
33.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-06-27,2007-07-19,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
9.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
29.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-06-27,2007-06-27,gunfire,Israeli security forces,2007
36.0,M,Palestinian,Gaza Strip,2007-06-24,2007-06-24,gunfire,Israeli security forces,2007
28.0,M,Palestinian,Gaza Strip,2007-06-24,2007-06-27,gunfire,Israeli security forces,2007
25.0,M,Palestinian,West Bank,2007-06-22,2007-06-22,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-06-20,2007-06-20,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-06-20,2007-06-20,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-06-20,2007-06-20,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-06-20,2007-06-20,gunfire,Israeli security forces,2007
25.0,M,Palestinian,West Bank,2007-06-20,2007-06-20,gunfire,Israeli security forces,2007
24.0,M,Palestinian,West Bank,2007-06-20,2007-06-20,gunfire,Israeli security forces,2007
27.0,M,Palestinian,West Bank,2007-06-14,2007-06-14,gunfire,Israeli security forces,2007
31.0,M,Palestinian,West Bank,2007-06-14,2007-06-14,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-06-09,2007-06-09,gunfire,Israeli security forces,2007
17.0,M,Palestinian,West Bank,2007-06-08,2007-06-08,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-06-06,2007-06-06,gunfire,Israeli security forces,2007
72.0,M,Palestinian,West Bank,2007-06-06,2007-06-06,gunfire,Israeli security forces,2007
21.0,M,Palestinian,West Bank,2007-06-03,2007-06-03,gunfire,Israeli security forces,2007
25.0,M,Palestinian,West Bank,2007-06-02,2007-06-02,gunfire,Israeli security forces,2007
14.0,M,Palestinian,Gaza Strip,2007-06-01,2007-06-01,gunfire,Israeli security forces,2007
13.0,M,Palestinian,Gaza Strip,2007-06-01,2007-06-01,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-06-01,2007-06-01,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-05-30,2007-05-30,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-05-30,2007-05-30,gunfire,Israeli security forces,2007
23.0,M,Palestinian,West Bank,2007-05-29,2007-05-29,gunfire,Israeli security forces,2007
18.0,M,Palestinian,West Bank,2007-05-29,2007-05-29,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-05-29,2007-05-29,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-05-29,2007-05-29,gunfire,Israeli security forces,2007
36.0,M,Israeli,Israel,2007-05-27,2007-05-27,gunfire,Palestinian civilians,2007
30.0,M,Palestinian,Gaza Strip,2007-05-26,2007-05-26,gunfire,Israeli security forces,2007
24.0,M,Palestinian,West Bank,2007-05-26,2007-05-26,gunfire,Israeli security forces,2007
21.0,M,Palestinian,West Bank,2007-05-26,2007-05-26,gunfire,Israeli security forces,2007
30.0,M,Palestinian,Gaza Strip,2007-05-26,2007-05-26,gunfire,Israeli security forces,2007
19.0,M,Palestinian,Gaza Strip,2007-05-26,2007-05-26,gunfire,Israeli security forces,2007
37.0,M,Palestinian,Gaza Strip,2007-05-26,2007-05-26,gunfire,Israeli security forces,2007
25.0,M,Palestinian,Gaza Strip,2007-05-26,2007-05-26,gunfire,Israeli security forces,2007
30.0,M,Palestinian,Gaza Strip,2007-05-25,2007-05-25,gunfire,Israeli security forces,2007
29.0,M,Palestinian,Gaza Strip,2007-05-25,2007-05-25,gunfire,Israeli security forces,2007
28.0,M,Palestinian,Gaza Strip,2007-05-24,2007-05-24,gunfire,Israeli security forces,2007
33.0,M,Palestinian,Gaza Strip,2007-05-21,2007-05-21,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-05-21,2007-05-21,gunfire,Israeli security forces,2007
31.0,M,Palestinian,Gaza Strip,2007-05-21,2007-05-21,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-05-21,2007-05-21,gunfire,Israeli security forces,2007
15.0,M,Palestinian,Gaza Strip,2007-05-21,2007-05-21,gunfire,Israeli security forces,2007
32.0,F,Israeli,Israel,2007-05-21,2007-05-21,gunfire,Palestinian civilians,2007
20.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
31.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
34.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
50.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
16.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
63.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
56.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
16.0,M,Palestinian,Gaza Strip,2007-05-20,2007-06-01,gunfire,Israeli security forces,2007
29.0,M,Palestinian,Gaza Strip,2007-05-20,2007-05-20,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-05-19,2007-05-19,gunfire,Israeli security forces,2007
16.0,M,Palestinian,Gaza Strip,2007-05-19,2007-05-19,gunfire,Israeli security forces,2007
19.0,M,Palestinian,Gaza Strip,2007-05-19,2007-05-19,gunfire,Israeli security forces,2007
15.0,M,Palestinian,Gaza Strip,2007-05-19,2007-05-19,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-18,gunfire,Israeli security forces,2007
29.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-18,gunfire,Israeli security forces,2007
20.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-18,gunfire,Israeli security forces,2007
23.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-18,gunfire,Israeli security forces,2007
25.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-18,gunfire,Israeli security forces,2007
29.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-18,gunfire,Israeli security forces,2007
38.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-18,gunfire,Israeli security forces,2007
62.0,M,Palestinian,Gaza Strip,2007-05-18,2007-05-21,gunfire,Israeli security forces,2007
38.0,M,Palestinian,Gaza Strip,2007-05-17,2007-05-17,gunfire,Israeli security forces,2007
33.0,M,Palestinian,Gaza Strip,2007-05-17,2007-05-26,gunfire,Israeli security forces,2007
14.0,M,Palestinian,Gaza Strip,2007-05-17,2007-05-17,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-05-17,2007-05-17,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-05-17,2007-05-17,gunfire,Israeli security forces,2007
40.0,F,Palestinian,Gaza Strip,2007-05-17,2007-05-24,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-05-16,2007-05-16,shelling,Israeli security forces,2007
25.0,M,Palestinian,Gaza Strip,2007-05-16,2007-05-16,gunfire,Israeli security forces,2007
29.0,M,Palestinian,Gaza Strip,2007-05-16,2007-05-16,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-05-16,2007-05-16,shelling,Israeli security forces,2007
33.0,M,Palestinian,Gaza Strip,2007-05-16,2007-05-16,shelling,Israeli security forces,2007
38.0,M,Palestinian,Gaza Strip,2007-05-15,2007-05-15,gunfire,Israeli security forces,2007
35.0,M,Palestinian,Israel,2007-05-14,2007-05-14,stabbing,Israeli civilians,2007
18.0,M,Palestinian,West Bank,2007-05-04,2007-05-04,gunfire,Israeli security forces,2007
19.0,M,Palestinian,West Bank,2007-05-04,2007-05-04,gunfire,Israeli security forces,2007
26.0,M,Palestinian,West Bank,2007-05-04,2007-05-04,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-05-02,2007-05-02,gunfire,Israeli security forces,2007
27.0,M,Palestinian,Gaza Strip,2007-04-28,2007-04-28,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-04-28,2007-04-28,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-04-28,2007-04-28,gunfire,Israeli security forces,2007
20.0,M,Palestinian,West Bank,2007-04-22,2007-04-22,gunfire,Israeli security forces,2007
44.0,M,Palestinian,Gaza Strip,2007-04-22,2007-04-22,gunfire,Israeli security forces,2007
15.0,M,Palestinian,West Bank,2007-04-22,2007-04-22,gunfire,Israeli security forces,2007
25.0,M,Palestinian,West Bank,2007-04-22,2007-04-22,gunfire,Israeli security forces,2007
23.0,M,Palestinian,West Bank,2007-04-21,2007-04-21,gunfire,Israeli security forces,2007
20.0,M,Palestinian,West Bank,2007-04-21,2007-04-21,gunfire,Israeli security forces,2007
20.0,M,Palestinian,West Bank,2007-04-21,2007-04-21,gunfire,Israeli security forces,2007
17.0,F,Palestinian,West Bank,2007-04-21,2007-04-21,gunfire,Israeli security forces,2007
25.0,M,Palestinian,West Bank,2007-04-21,2007-04-21,gunfire,Israeli security forces,2007
25.0,M,Palestinian,West Bank,2007-04-17,2007-04-17,gunfire,Israeli security forces,2007
22.0,M,Palestinian,Gaza Strip,2007-04-07,2007-04-07,gunfire,Israeli security forces,2007
28.0,M,Palestinian,West Bank,2007-04-05,2007-04-05,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-04-04,2007-04-04,gunfire,Israeli security forces,2007
16.0,M,Palestinian,West Bank,2007-03-29,2007-03-29,gunfire,Israeli security forces,2007
21.0,M,Palestinian,West Bank,2007-03-28,2007-03-28,gunfire,Israeli security forces,2007
15.0,M,Palestinian,West Bank,2007-03-28,2007-03-28,gunfire,Israeli security forces,2007
16.0,M,Palestinian,Gaza Strip,2007-03-28,2007-03-29,gunfire,Israeli security forces,2007
23.0,M,Palestinian,West Bank,2007-03-27,2007-03-27,gunfire,Israeli security forces,2007
24.0,M,Palestinian,West Bank,2007-03-27,2007-03-27,gunfire,Israeli security forces,2007
20.0,M,Palestinian,West Bank,2007-03-21,2007-03-21,gunfire,Israeli security forces,2007
17.0,M,Palestinian,West Bank,2007-03-21,2007-03-21,gunfire,Israeli security forces,2007
17.0,M,Palestinian,Gaza Strip,2007-03-09,2007-03-09,gunfire,Israeli security forces,2007
31.0,M,Palestinian,West Bank,2007-02-28,2007-02-28,gunfire,Israeli security forces,2007
28.0,M,Palestinian,West Bank,2007-02-28,2007-02-28,gunfire,Israeli security forces,2007
28.0,M,Palestinian,West Bank,2007-02-28,2007-02-28,gunfire,Israeli security forces,2007
52.0,M,Palestinian,West Bank,2007-02-26,2007-02-26,gunfire,Israeli security forces,2007
42.0,M,Israeli,West Bank,2007-02-25,2007-02-25,stabbing,Palestinian civilians,2007
20.0,M,Palestinian,West Bank,2007-02-21,2007-02-21,gunfire,Israeli security forces,2007
24.0,M,Palestinian,Gaza Strip,2007-02-13,2007-02-13,gunfire,Israeli security forces,2007
31.0,M,Palestinian,West Bank,2007-02-02,2007-02-02,gunfire,Israeli security forces,2007
33.0,M,Palestinian,West Bank,2007-02-02,2007-02-02,gunfire,Israeli security forces,2007
21.0,M,Palestinian,West Bank,2007-02-01,2007-02-01,gunfire,Israeli security forces,2007
24.0,M,Palestinian,West Bank,2007-02-01,2007-02-01,gunfire,Israeli security forces,2007
20.0,M,Palestinian,West Bank,2007-02-01,2007-02-01,gunfire,Israeli security forces,2007
16.0,M,Palestinian,West Bank,2007-02-01,2007-02-01,gunfire,Israeli security forces,2007
26.0,M,Israeli,Israel,2007-01-29,2007-01-29,explosion,Palestinian civilians,2007
32.0,M,Israeli,Israel,2007-01-29,2007-01-29,explosion,Palestinian civilians,2007
27.0,M,Israeli,Israel,2007-01-29,2007-01-29,explosion,Palestinian civilians,2007
17.0,M,Palestinian,West Bank,2007-01-25,2007-01-25,gunfire,Israeli security forces,2007
16.0,M,Palestinian,Gaza Strip,2007-01-24,2007-01-24,gunfire,Israeli security forces,2007
32.0,M,Palestinian,West Bank,2007-01-18,2007-01-18,gunfire,Israeli security forces,2007
10.0,F,Palestinian,West Bank,2007-01-16,2007-01-19,gunfire,Israeli security forces,2007
21.0,M,Palestinian,Gaza Strip,2007-01-15,2007-01-15,gunfire,Israeli security forces,2007
18.0,M,Palestinian,Gaza Strip,2007-01-15,2007-01-15,gunfire,Israeli security forces,2007
29.0,M,Palestinian,West Bank,2007-01-04,2007-01-04,gunfire,Israeli security forces,2007
16.0,M,Palestinian,West Bank,2007-01-04,2007-01-04,gunfire,Israeli security forces,2007
24.0,M,Palestinian,West Bank,2007-01-04,2007-01-04,gunfire,Israeli security forces,2007
36.0,M,Palestinian,West Bank,2007-01-04,2007-01-04,gunfire,Israeli security forces,2007
23.0,M,Palestinian,West Bank,2006-12-20,2006-12-20,gunfire,Israeli security forces,2006
22.0,M,Palestinian,West Bank,2006-12-20,2006-12-20,gunfire,Israeli security forces,2006
23.0,M,Palestinian,West Bank,2006-12-19,2006-12-19,gunfire,Israeli security forces,2006
27.0,M,Palestinian,West Bank,2006-12-19,2006-12-19,gunfire,Israeli security forces,2006
14.0,F,Palestinian,West Bank,2006-12-19,2006-12-19,gunfire,Israeli security forces,2006
19.0,M,Palestinian,West Bank,2006-12-16,2006-12-16,gunfire,Israeli security forces,2006
28.0,M,Palestinian,West Bank,2006-12-14,2006-12-14,gunfire,Israeli security forces,2006
27.0,M,Palestinian,West Bank,2006-12-14,2006-12-14,gunfire,Israeli security forces,2006
32.0,M,Palestinian,West Bank,2006-12-14,2006-12-19,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-12-13,2006-12-13,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-12-13,2006-12-21,gunfire,Israeli security forces,2006
24.0,M,Palestinian,West Bank,2006-12-04,2006-12-04,gunfire,Israeli security forces,2006
14.0,M,Palestinian,West Bank,2006-12-03,2006-12-03,gunfire,Israeli security forces,2006
22.0,M,Palestinian,West Bank,2006-12-01,2006-12-01,gunfire,Israeli security forces,2006
17.0,M,Palestinian,West Bank,2006-11-30,2006-11-30,gunfire,Israeli security forces,2006
52.0,F,Palestinian,West Bank,2006-11-27,2006-11-27,gunfire,Israeli security forces,2006
31.0,M,Palestinian,West Bank,2006-11-27,2006-11-27,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-25,2006-11-25,gunfire,Israeli security forces,2006
27.0,M,Palestinian,Gaza Strip,2006-11-25,2006-11-25,gunfire,Israeli security forces,2006
29.0,M,Palestinian,Gaza Strip,2006-11-25,2006-11-25,gunfire,Israeli security forces,2006
25.0,M,Palestinian,Gaza Strip,2006-11-25,2006-11-25,gunfire,Israeli security forces,2006
8.0,M,Palestinian,Gaza Strip,2006-11-24,2006-11-24,gunfire,Israeli security forces,2006
21.0,M,Palestinian,Gaza Strip,2006-11-24,2006-11-24,gunfire,Israeli security forces,2006
24.0,M,Palestinian,Gaza Strip,2006-11-23,2006-11-23,gunfire,Israeli security forces,2006
41.0,M,Palestinian,Gaza Strip,2006-11-23,2006-11-23,gunfire,Israeli security forces,2006
32.0,M,Palestinian,Gaza Strip,2006-11-23,2006-11-23,gunfire,Israeli security forces,2006
29.0,M,Palestinian,Gaza Strip,2006-11-23,2006-11-23,gunfire,Israeli security forces,2006
20.0,M,Palestinian,Gaza Strip,2006-11-23,2006-11-23,gunfire,Israeli security forces,2006
17.0,M,Palestinian,Gaza Strip,2006-11-23,2006-11-23,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-23,2006-11-23,gunfire,Israeli security forces,2006
33.0,M,Palestinian,Gaza Strip,2006-11-22,2006-11-22,gunfire,Israeli security forces,2006
25.0,M,Palestinian,West Bank,2006-11-22,2006-11-22,gunfire,Israeli security forces,2006
44.0,F,Palestinian,Gaza Strip,2006-11-22,2006-11-22,gunfire,Israeli security forces,2006
22.0,M,Palestinian,Gaza Strip,2006-11-22,2006-11-22,gunfire,Israeli security forces,2006
19.0,M,Palestinian,Gaza Strip,2006-11-21,2006-11-21,gunfire,Israeli security forces,2006
73.0,F,Palestinian,Gaza Strip,2006-11-21,2006-11-21,gunfire,Israeli security forces,2006
26.0,M,Palestinian,Gaza Strip,2006-11-21,2006-11-21,gunfire,Israeli security forces,2006
