age,gender,citizenship,event_location_region,date_of_event,date_of_death,type_of_injury,killed_by,year_of_death
34.0,M,Palestinian,West Bank,2022-10-25,2022-10-25,gunfire,Israeli security forces,2022
26.0,M,Palestinian,West Bank,2022-10-25,2022-10-25,gunfire,Israeli security forces,2022
63.0,M,Israeli,West Bank,2022-10-25,2022-11-08,stabbing,Palestinian civilians,2022
32.0,M,Palestinian,West Bank,2022-10-23,2022-10-23,explosion,Israeli security forces,2022
32.0,M,Palestinian,West Bank,2022-10-22,2022-10-22,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-10-21,2022-10-21,gunfire,Israeli security forces,2022
22.0,M,Palestinian,West Bank,2022-10-19,2022-10-19,gunfire,Israeli civilians,2022
22.0,M,Palestinian,West Bank,2022-10-15,2022-10-14,gunfire,Israeli security forces,2022
30.0,M,Palestinian,West Bank,2022-10-15,2022-10-16,gunfire,Israeli security forces,2022
25.0,M,Palestinian,West Bank,2022-10-14,2022-10-14,gunfire,Israeli security forces,2022
42.0,M,Palestinian,West Bank,2022-10-14,2022-10-14,gunfire,Israeli security forces,2022
17.0,M,Palestinian,West Bank,2022-10-12,2022-10-12,gunfire,Israeli security forces,2022
18.0,M,Palestinian,West Bank,2022-10-08,2022-10-08,gunfire,Israeli security forces,2022
17.0,M,Palestinian,West Bank,2022-10-08,2022-10-08,gunfire,Israeli security forces,2022
14.0,M,Palestinian,West Bank,2022-10-07,2022-10-07,gunfire,Israeli security forces,2022
17.0,M,Palestinian,West Bank,2022-10-07,2022-10-07,gunfire,Israeli security forces,2022
21.0,M,Palestinian,West Bank,2022-10-05,2022-10-05,gunfire,Israeli security forces,2022
18.0,M,Palestinian,West Bank,2022-10-03,2022-10-03,gunfire,Israeli security forces,2022
20.0,M,Palestinian,West Bank,2022-10-03,2022-10-03,gunfire,Israeli security forces,2022
17.0,M,Palestinian,West Bank,2022-10-01,2022-10-01,gunfire,Israeli security forces,2022
30.0,M,Palestinian,West Bank,2022-09-28,2022-09-28,gunfire,Israeli security forces,2022
27.0,M,Palestinian,West Bank,2022-09-28,2022-09-28,gunfire,Israeli security forces,2022
25.0,M,Palestinian,West Bank,2022-09-28,2022-09-28,gunfire,Israeli security forces,2022
12.0,M,Palestinian,West Bank,2022-09-28,2022-10-10,gunfire,Israeli security forces,2022
27.0,M,Palestinian,West Bank,2022-09-28,2022-09-28,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-09-28,2022-10-20,gunfire,Israeli security forces,2022
22.0,M,Palestinian,West Bank,2022-09-25,2022-09-25,gunfire,Israeli security forces,2022
36.0,M,Palestinian,West Bank,2022-09-24,2022-09-24,gunfire,Israeli security forces,2022
23.0,M,Palestinian,Israel,2022-09-22,2022-09-22,gunfire,Israeli security forces,2022
84.0,F,Israeli,Israel,2022-09-20,2022-09-20,physical assault,Palestinian civilians,2022
17.0,M,Palestinian,West Bank,2022-09-15,2022-09-15,gunfire,Israeli security forces,2022
21.0,M,Palestinian,West Bank,2022-09-14,2022-09-14,gunfire,Israeli security forces,2022
23.0,M,Palestinian,West Bank,2022-09-14,2022-09-14,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-09-08,2022-09-08,gunfire,Israeli security forces,2022
20.0,M,Palestinian,West Bank,2022-09-07,2022-09-07,gunfire,Israeli security forces,2022
24.0,M,Palestinian,West Bank,2022-09-06,2022-09-11,gunfire,Israeli security forces,2022
28.0,M,Palestinian,West Bank,2022-09-06,2022-09-06,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-09-05,2022-09-05,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-09-02,2022-09-02,gunfire,Israeli security forces,2022
27.0,M,Palestinian,West Bank,2022-09-01,2022-09-01,gunfire,Israeli security forces,2022
58.0,M,Palestinian,West Bank,2022-08-19,2022-08-19,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-08-18,2022-08-18,gunfire,Israeli security forces,2022
20.0,M,Palestinian,West Bank,2022-08-15,2022-08-15,gunfire,Israeli security forces,2022
18.0,M,Palestinian,West Bank,2022-08-09,2022-08-09,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-08-09,2022-08-09,gunfire,Israeli security forces,2022
32.0,M,Palestinian,West Bank,2022-08-09,2022-08-09,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-08-09,2022-08-09,gunfire,Israeli security forces,2022
25.0,M,Palestinian,West Bank,2022-08-09,2022-08-23,gunfire,Israeli security forces,2022
16.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
13.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
3.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
16.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
15.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
27.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
21.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-08,gunfire,Israeli security forces,2022
19.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
26.0,M,Palestinian,Gaza Strip,2022-08-07,2022-08-07,gunfire,Israeli security forces,2022
42.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-09,gunfire,Israeli security forces,2022
35.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,shelling,Israeli security forces,2022
46.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,shelling,Israeli security forces,2022
41.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,shelling,Israeli security forces,2022
13.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,shelling,Israeli security forces,2022
30.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,shelling,Israeli security forces,2022
50.0,F,Palestinian,Gaza Strip,2022-08-06,2022-08-06,shelling,Israeli security forces,2022
30.0,F,Palestinian,Gaza Strip,2022-08-06,2022-08-06,shelling,Israeli security forces,2022
23.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,gunfire,Israeli security forces,2022
27.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,gunfire,Israeli security forces,2022
18.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,gunfire,Israeli security forces,2022
10.0,M,Palestinian,Gaza Strip,2022-08-06,2023-01-26,gunfire,Israeli security forces,2023
28.0,M,Palestinian,Gaza Strip,2022-08-06,2022-08-06,gunfire,Israeli security forces,2022
22.0,F,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
5.0,F,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
23.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
28.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
34.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
10.0,F,Palestinian,Gaza Strip,2022-08-05,2022-08-11,gunfire,Israeli security forces,2022
27.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
25.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
50.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,shelling,Israeli security forces,2022
38.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,shelling,Israeli security forces,2022
50.0,M,Palestinian,Gaza Strip,2022-08-05,2022-08-05,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-08-01,2022-08-01,gunfire,Israeli security forces,2022
59.0,M,Palestinian,West Bank,2022-07-26,2022-07-29,gunfire,Israeli security forces,2022
30.0,M,Palestinian,West Bank,2022-07-24,2022-11-23,gunfire,Israeli security forces,2022
28.0,M,Palestinian,West Bank,2022-07-24,2022-07-24,gunfire,Israeli security forces,2022
24.0,M,Palestinian,West Bank,2022-07-24,2022-07-24,gunfire,Israeli security forces,2022
20.0,M,Palestinian,West Bank,2022-07-06,2022-07-06,gunfire,Israeli security forces,2022
17.0,M,Palestinian,West Bank,2022-07-02,2022-07-03,gunfire,Israeli security forces,2022
25.0,M,Palestinian,West Bank,2022-06-28,2022-06-29,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-06-24,2022-06-25,gunfire,Israeli security forces,2022
27.0,M,Palestinian,West Bank,2022-06-21,2022-06-21,stabbing,Israeli civilians,2022
53.0,M,Palestinian,West Bank,2022-06-19,2022-06-19,gunfire,Israeli security forces,2022
26.0,M,Palestinian,West Bank,2022-06-17,2022-06-17,gunfire,Israeli security forces,2022
20.0,M,Palestinian,West Bank,2022-06-17,2022-06-17,gunfire,Israeli security forces,2022
22.0,M,Palestinian,West Bank,2022-06-17,2022-06-17,gunfire,Israeli security forces,2022
28.0,M,Palestinian,West Bank,2022-06-09,2022-06-09,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-06-02,2022-06-02,gunfire,Israeli security forces,2022
29.0,M,Palestinian,West Bank,2022-06-02,2022-06-02,gunfire,Israeli security forces,2022
26.0,M,Palestinian,West Bank,2022-06-01,2022-06-01,gunfire,Israeli security forces,2022
37.0,M,Palestinian,West Bank,2022-06-01,2022-06-11,gunfire,Israeli security forces,2022
30.0,F,Palestinian,West Bank,2022-06-01,2022-06-01,gunfire,Israeli security forces,2022
14.0,M,Palestinian,West Bank,2022-05-27,2022-05-27,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-05-25,2022-05-25,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-05-21,2022-05-21,gunfire,Israeli security forces,2022
41.0,M,Palestinian,West Bank,2022-05-13,2022-05-15,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-05-11,2022-05-11,gunfire,Israeli security forces,2022
51.0,F,Palestinian,West Bank,2022-05-11,2022-05-11,gunfire,Israeli security forces,2022
27.0,M,Palestinian,West Bank,2022-05-08,2022-05-08,gunfire,Israeli security forces,2022
17.0,M,Palestinian,West Bank,2022-05-08,2022-05-08,gunfire,Israeli civilians,2022
49.0,M,Israeli,Israel,2022-05-05,2022-05-05,being bludgeoned with an axe,Palestinian civilians,2022
36.0,M,Israeli,Israel,2022-05-05,2022-05-05,stabbing,Palestinian civilians,2022
44.0,M,Israeli,Israel,2022-05-05,2022-05-05,being bludgeoned with an axe,Palestinian civilians,2022
26.0,M,Palestinian,West Bank,2022-04-30,2022-04-30,gunfire,Israeli security forces,2022
23.0,M,Israeli,West Bank,2022-04-29,2022-04-29,gunfire,Palestinian civilians,2022
21.0,M,Palestinian,West Bank,2022-04-27,2022-04-27,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-04-26,2022-04-26,gunfire,Israeli security forces,2022
18.0,M,Palestinian,West Bank,2022-04-18,2022-04-21,gunfire,Israeli security forces,2022
30.0,M,Palestinian,West Bank,2022-04-14,2022-04-14,gunfire,Israeli security forces,2022
28.0,M,Palestinian,West Bank,2022-04-14,2022-04-14,gunfire,Israeli security forces,2022
17.0,M,Palestinian,West Bank,2022-04-14,2022-04-15,gunfire,Israeli security forces,2022
46.0,M,Palestinian,West Bank,2022-04-13,2022-04-14,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-04-13,2022-04-13,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-04-13,2022-04-13,gunfire,Israeli security forces,2022
32.0,M,Palestinian,West Bank,2022-04-13,2022-04-13,gunfire,Israeli security forces,2022
40.0,M,Jordanian,Israel,2022-04-12,2022-04-11,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-04-10,2022-04-10,gunfire,Israeli security forces,2022
25.0,F,Palestinian,West Bank,2022-04-10,2022-04-10,gunfire,Israeli security forces,2022
44.0,F,Palestinian,West Bank,2022-04-10,2022-04-10,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-04-10,2022-04-11,gunfire,Israeli security forces,2022
19.0,F,Palestinian,West Bank,2022-04-09,2022-04-18,gunfire,Israeli security forces,2022
24.0,M,Palestinian,West Bank,2022-04-09,2022-04-09,gunfire,Israeli security forces,2022
28.0,M,Palestinian,Israel,2022-04-08,2022-04-08,gunfire,Israeli security forces,2022
35.0,M,Israeli,Israel,2022-04-07,2022-04-08,gunfire,Palestinian civilians,2022
27.0,M,Israeli,Israel,2022-04-07,2022-04-07,gunfire,Palestinian civilians,2022
27.0,M,Israeli,Israel,2022-04-07,2022-04-07,gunfire,Palestinian civilians,2022
24.0,M,Palestinian,West Bank,2022-04-02,2022-04-02,gunfire,Israeli security forces,2022
28.0,M,Palestinian,West Bank,2022-04-02,2022-04-02,gunfire,Israeli security forces,2022
34.0,M,Palestinian,West Bank,2022-04-02,2022-04-02,gunfire,Israeli security forces,2022
28.0,M,Palestinian,West Bank,2022-04-01,2022-04-01,gunfire,Israeli security forces,2022
24.0,M,Palestinian,West Bank,2022-03-31,2022-03-31,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-03-31,2022-03-31,gunfire,Israeli security forces,2022
30.0,M,Palestinian,West Bank,2022-03-31,2022-03-31,gunfire,Israeli civilians,2022
26.0,M,Palestinian,Israel,2022-03-29,2022-03-29,gunfire,Israeli security forces,2022
29.0,M,Israeli,Israel,2022-03-29,2022-03-29,gunfire,Palestinian civilians,2022
36.0,M,Israeli,Israel,2022-03-29,2022-03-29,gunfire,Palestinian civilians,2022
20.0,M,Palestinian,West Bank,2022-03-15,2022-03-15,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-03-15,2022-03-15,gunfire,Israeli security forces,2022
22.0,M,Palestinian,West Bank,2022-03-07,2022-03-07,gunfire,Israeli security forces,2022
18.0,M,Palestinian,West Bank,2022-03-06,2022-03-06,gunfire,Israeli security forces,2022
15.0,M,Palestinian,West Bank,2022-03-06,2022-03-06,gunfire,Israeli security forces,2022
18.0,M,Palestinian,West Bank,2022-03-01,2022-03-01,gunfire,Israeli security forces,2022
23.0,M,Palestinian,West Bank,2022-03-01,2022-03-09,gunfire,Israeli security forces,2022
18.0,M,Palestinian,West Bank,2022-03-01,2022-03-01,gunfire,Israeli security forces,2022
22.0,M,Palestinian,West Bank,2022-03-01,2022-03-01,gunfire,Israeli security forces,2022
13.0,M,Palestinian,West Bank,2022-02-22,2022-02-22,gunfire,Israeli security forces,2022
19.0,M,Palestinian,West Bank,2022-02-15,2022-02-15,gunfire,Israeli security forces,2022
16.0,M,Palestinian,West Bank,2022-02-13,2022-02-13,gunfire,Israeli security forces,2022
21.0,M,Palestinian,West Bank,2022-02-08,2022-02-08,gunfire,Israeli security forces,2022
26.0,M,Palestinian,West Bank,2022-02-08,2022-02-08,gunfire,Israeli security forces,2022
21.0,M,Palestinian,West Bank,2022-02-08,2022-02-08,gunfire,Israeli security forces,2022
39.0,M,Palestinian,West Bank,2022-01-17,2022-01-17,gunfire,Israeli security forces,2022
78.0,M,Palestinian,West Bank,2022-01-12,2022-01-12,physically assaulted,Israeli security forces,2022
20.0,M,Palestinian,West Bank,2022-01-06,2022-01-06,gunfire,Israeli security forces,2022
65.0,M,Palestinian,West Bank,2022-01-05,2022-01-17,hit by a vehicle,Israeli civilians,2022
36.0,M,Palestinian,West Bank,2021-12-31,2021-12-31,gunfire,Israeli security forces,2021
25.0,M,Palestinian,West Bank,2021-12-22,2021-12-22,gunfire,Israeli security forces,2021
25.0,M,Palestinian,West Bank,2021-12-21,2021-12-21,gunfire,Israeli security forces,2021
25.0,M,Israeli,West Bank,2021-12-16,2021-12-16,gunfire,Palestinian civilians,2021
31.0,M,Palestinian,West Bank,2021-12-13,2021-12-13,gunfire,Israeli security forces,2021
32.0,M,Palestinian,West Bank,2021-12-10,2021-12-10,gunfire,Israeli security forces,2021
15.0,M,Palestinian,West Bank,2021-12-06,2021-12-06,gunfire,Israeli security forces,2021
25.0,M,Palestinian,West Bank,2021-12-04,2021-12-04,gunfire,Israeli security forces,2021
42.0,M,Palestinian,West Bank,2021-11-21,2021-11-21,gunfire,Israeli security forces,2021
26.0,M,Israeli,West Bank,2021-11-21,2021-11-21,gunfire,Palestinian civilians,2021
26.0,M,Palestinian,West Bank,2021-11-16,2021-11-16,gunfire,Israeli security forces,2021
15.0,M,Palestinian,West Bank,2021-11-05,2021-11-05,gunfire,Israeli security forces,2021
14.0,M,Palestinian,West Bank,2021-10-14,2021-10-14,gunfire,Israeli security forces,2021
20.0,M,Palestinian,West Bank,2021-09-30,2021-09-30,gunfire,Israeli security forces,2021
39.0,M,Palestinian,Gaza Strip,2021-09-30,2021-09-30,gunfire,Israeli security forces,2021
30.0,F,Palestinian,West Bank,2021-09-30,2021-09-30,gunfire,Israeli security forces,2021
27.0,M,Palestinian,West Bank,2021-09-26,2021-09-26,gunfire,Israeli security forces,2021
32.0,M,Palestinian,West Bank,2021-09-26,2021-09-26,gunfire,Israeli security forces,2021
26.0,M,Palestinian,West Bank,2021-09-26,2021-09-26,gunfire,Israeli security forces,2021
22.0,M,Palestinian,West Bank,2021-09-26,2021-09-26,gunfire,Israeli security forces,2021
15.0,M,Palestinian,West Bank,2021-09-26,2021-09-26,gunfire,Israeli security forces,2021
28.0,M,Palestinian,West Bank,2021-09-24,2021-09-24,gunfire,Israeli security forces,2021
50.0,M,Palestinian,West Bank,2021-09-10,2021-09-10,gunfire,Israeli security forces,2021
27.0,M,Palestinian,Gaza Strip,2021-09-02,2021-09-02,gunfire,Israeli security forces,2021
39.0,M,Palestinian,West Bank,2021-08-31,2021-08-31,gunfire,Israeli security forces,2021
15.0,M,Palestinian,West Bank,2021-08-24,2021-08-24,gunfire,Israeli security forces,2021
13.0,M,Palestinian,Gaza Strip,2021-08-21,2021-08-28,gunfire,Israeli security forces,2021
31.0,M,Palestinian,Gaza Strip,2021-08-21,2021-08-25,gunfire,Israeli security forces,2021
20.0,M,Palestinian,West Bank,2021-08-16,2021-08-16,gunfire,Israeli security forces,2021
19.0,M,Palestinian,West Bank,2021-08-16,2021-08-16,gunfire,Israeli security forces,2021
18.0,M,Palestinian,West Bank,2021-08-16,2021-08-16,gunfire,Israeli security forces,2021
19.0,M,Palestinian,West Bank,2021-08-16,2021-08-16,gunfire,Israeli security forces,2021
38.0,M,Palestinian,West Bank,2021-08-06,2021-08-06,gunfire,Israeli security forces,2021
24.0,M,Palestinian,West Bank,2021-08-03,2021-08-11,gunfire,Israeli security forces,2021
19.0,M,Palestinian,West Bank,2021-07-29,2021-07-29,gunfire,Israeli security forces,2021
11.0,M,Palestinian,West Bank,2021-07-28,2021-07-28,gunfire,Israeli security forces,2021
41.0,M,Palestinian,West Bank,2021-07-27,2021-07-27,gunfire,Israeli security forces,2021
17.0,M,Palestinian,West Bank,2021-07-23,2021-07-23,gunfire,Israeli security forces,2021
21.0,M,Palestinian,West Bank,2021-07-03,2021-07-03,gunfire,Israeli security forces,2021
29.0,F,Palestinian,West Bank,2021-06-16,2021-06-16,gunfire,Israeli security forces,2021
15.0,M,Palestinian,West Bank,2021-06-16,2021-06-17,gunfire,Israeli security forces,2021
26.0,F,Palestinian,West Bank,2021-06-12,2021-06-12,gunfire,Israeli security forces,2021
16.0,M,Palestinian,West Bank,2021-06-11,2021-06-11,gunfire,Israeli security forces,2021
23.0,M,Palestinian,West Bank,2021-06-10,2021-06-10,gunfire,Israeli security forces,2021
26.0,M,Palestinian,West Bank,2021-06-10,2021-06-10,gunfire,Israeli security forces,2021
23.0,M,Palestinian,West Bank,2021-06-10,2021-06-10,gunfire,Israeli security forces,2021
25.0,M,Palestinian,West Bank,2021-05-28,2021-05-28,gunfire,Israeli security forces,2021
25.0,M,Palestinian,West Bank,2021-05-25,2021-05-25,gunfire,Israeli security forces,2021
17.0,M,Palestinian,West Bank,2021-05-24,2021-05-24,gunfire,Israeli security forces,2021
23.0,M,Palestinian,Gaza Strip,2021-05-20,2021-05-20,gunfire,Israeli security forces,2021
35.0,F,Palestinian,Gaza Strip,2021-05-20,2021-05-20,gunfire,Israeli security forces,2021
22.0,M,Palestinian,Gaza Strip,2021-05-20,2021-05-20,gunfire,Israeli security forces,2021
26.0,M,Palestinian,Gaza Strip,2021-05-20,2021-05-20,gunfire,Israeli security forces,2021
34.0,F,Palestinian,West Bank,2021-05-19,2021-05-19,gunfire,Israeli security forces,2021
32.0,M,Palestinian,Gaza Strip,2021-05-19,2021-05-19,gunfire,Israeli security forces,2021
40.0,M,Palestinian,Gaza Strip,2021-05-19,2022-06-01,gunfire,Israeli security forces,2022
31.0,M,Palestinian,Gaza Strip,2021-05-19,2021-05-19,gunfire,Israeli security forces,2021
10.0,F,Palestinian,Gaza Strip,2021-05-19,2021-05-19,gunfire,Israeli security forces,2021
20.0,M,Palestinian,Gaza Strip,2021-05-19,2021-05-19,gunfire,Israeli security forces,2021
